Custom Office,Reg Number,Importer,HS Code,FOB Value (N),CIF Value (N),Total Tax(N),Receipt Number,Receipt Date,Mass(KG),Country  of Origin,Country  of Supply,Nbr Of Containers,Container Nbr,Container Size
UA PORT,C4895,26327,44420000,5121469,5577529,1616342,R2036,2021-10-19,100,Germany,Germany,0,N/A,N/A
UA PORT,C4895,26327,36200000,622510,677687,121434,R2036,2021-10-19,114,Germany,Germany,0,N/A,N/A
UA PORT,C4900,19650,40400000,69720,97308,18358,R2038,2021-10-19,4,Germany,Germany,0,N/A,N/A
UA PORT,C4938,60756,3000000,200013,210839,27001,R2042,2021-10-19,92,United Arab Emirates,United Arab Emirates,0,N/A,N/A
UA PORT,C4944,75064,28729000,604458,844920,376842,R2046,2021-10-20,177,Germany,Germany,0,N/A,N/A
UA PORT,C4953,36018,44200000,77913,106912,31887,R2052,2021-10-20,128,Kenya,Kenya,0,N/A,N/A
UA PORT,C5031,57478,18300000,93175,184445,53751,R2073,2021-10-26,70,United States,United States,0,N/A,N/A
UA PORT,C5115,934,16330000,72104,106164,31615,R2099,2021-01-11,43,France,France,0,N/A,N/A
UA PORT,C5117,26683,35900000,397021,468592,1600,Unknown,,18,France,France,0,N/A,N/A
UA PORT,C5121,26683,11800000,397021,642973,1600,Unknown,,110,France,France,0,N/A,N/A
UA PORT,C5123,26683,6500000,397021,630715,1600,Unknown,,72,United Kingdom,United Kingdom,0,N/A,N/A
UA PORT,C5124,26683,6500000,397021,686469,1600,Unknown,,76,United Kingdom,United Kingdom,0,N/A,N/A
UA PORT,C657,934,11400000,160656,170745,31622,R344,2021-02-02,21,France,France,0,N/A,N/A
UA PORT,C5152,92661,28729000,217283,223994,101753,R2125,2021-03-11,15,Republic of South Africa,Republic of South Africa,0,N/A,N/A
UA PORT,C5158,90239,28729000,267473,281734,127539,R2119,2021-03-11,20,United States,Kenya,0,N/A,N/A
UA PORT,C5162,23626,41900000,697732,1179687,1600,Unknown,,142,Australia,Australia,0,N/A,N/A
UA PORT,C5235,29143,15900000,818503,907007,62738,R2152,2021-10-11,100,Germany,Germany,0,N/A,N/A
UA PORT,C671,96234,17620000,2150870,3555633,1600,Unknown,,754,France,France,0,N/A,N/A
UA PORT,C5272,89466,36500000,362720,516440,92281,R2201,2021-11-18,6,India,India,0,N/A,N/A
UA PORT,C5282,8232,17110000,94015,147085,26957,R2149,2021-09-11,25,Belgium,Belgium,0,N/A,N/A
UA PORT,C5338,26683,6500000,335575,373648,1600,Unknown,,1,France,France,0,N/A,N/A
UA PORT,C5339,26683,11900000,335575,446121,1600,Unknown,,11,France,France,0,N/A,N/A
UA PORT,C5350,17562,37100000,62600,389854,45503,R2169,2021-11-14,14,United Kingdom,United Kingdom,0,N/A,N/A
UA PORT,C5354,62056,41100000,1145350,1332010,162045,R2180,2021-11-15,30,Belgium,Belgium,0,N/A,N/A
UA PORT,C5366,934,37100000,172261,254753,31602,R2184,2021-11-15,43,Germany,Germany,0,N/A,N/A
UA PORT,C682,62056,6800000,173542,351502,101363,R356,2021-03-02,215,Belgium,Belgium,0,N/A,N/A
UA PORT,C5382,46631,44600000,1374100,1854780,326606,R2192,2021-11-17,1660,Germany,Germany,0,N/A,N/A
UA PORT,C5397,59425,16710000,148686,247114,71878,R2193,2021-11-17,119,United Kingdom,United Kingdom,0,N/A,N/A
UA PORT,C5420,26683,36300000,373029,403857,1600,Unknown,,7,France,France,0,N/A,N/A
UA PORT,C5472,32449,4401000,535350,854380,56826,R2220,2021-11-21,184,United States,United States,0,N/A,N/A
UA PORT,C5493,26683,35900000,373029,407200,1600,Unknown,,5,France,France,0,N/A,N/A
UA PORT,C5494,26683,40890000,335575,471837,1600,Unknown,,23,France,France,0,N/A,N/A
UA PORT,C5496,26683,7900000,335575,519261,1600,Unknown,,54,France,France,0,N/A,N/A
UA PORT,C5578,29143,36900000,959440,1120750,199229,R2333,2021-12-13,83,Germany,Germany,0,N/A,N/A
UA PORT,C5599,11402,12900000,373029,571744,1600,Unknown,,93,United Kingdom,United Kingdom,0,N/A,N/A
UA PORT,C5647,40488,6800000,138850,190395,55896,R2274,2021-11-29,62,Germany,Germany,0,N/A,N/A
UA PORT,C710,34392,40110000,189291,254715,45995,R359,2021-04-02,196,United Arab Emirates,United Arab Emirates,0,N/A,N/A
UA PORT,C5687,26683,12200000,373029,407200,1600,Unknown,,6,France,France,0,N/A,N/A
UA PORT,C5695,52216,4409000,419797,462167,32727,R2295,2021-01-12,42,United Republic of Tanzania,United Republic of Tanzania,0,N/A,N/A
UA PORT,C5706,63685,4409000,7259211,8060083,545600,R2297,2021-02-12,766,Bulgaria,Bulgaria,0,N/A,N/A
UA PORT,C5754,86443,7100000,1925,1925,1600,Unknown,,5,Italy,Italy,0,N/A,N/A
UA PORT,C720,55084,21909000,106601,125316,37341,R386,2021-09-02,6,Republic of South Africa,Republic of South Africa,0,N/A,N/A
UA PORT,C5761,934,44499000,287014,452288,130770,R2315,2021-06-12,369,France,France,0,N/A,N/A
UA PORT,C5783,35663,40890000,87000,135495,24940,R2321,2021-07-12,18,Morocco,Morocco,0,N/A,N/A
UA PORT,C5786,52293,41100000,260850,510967,61243,R2323,2021-07-12,191,United States,United States,0,N/A,N/A
UA PORT,C5826,58245,41100000,3082100,4191995,501730,R2359,2021-12-15,2550,Germany,Germany,0,N/A,N/A
UA PORT,C5829,77005,11500000,95124390,255750293,1600,Unknown,,63327,United Arab Emirates,United Arab Emirates,0,N/A,N/A
UA PORT,C5831,23626,6800000,154100,297755,1600,Unknown,,98,United States,United States,0,N/A,N/A
UA PORT,C5902,31138,17620000,1905,1905,1600,Unknown,,29,Denmark,Denmark,0,N/A,N/A
UA PORT,C5903,8232,17120000,64125,89440,16981,R2347,2021-12-14,8,Belgium,Belgium,0,N/A,N/A
UA PORT,C5909,31138,6500000,1905,1905,1600,Unknown,,993,Denmark,Denmark,0,N/A,N/A
UA PORT,C5914,11402,12900000,381356,584525,1600,Unknown,,62,United Kingdom,United Kingdom,0,N/A,N/A
UA PORT,C5915,95753,28729000,67518,91506,41625,R2353,2021-12-15,32,Republic of South Africa,Republic of South Africa,0,N/A,N/A
UA PORT,C5918,73731,44499000,76606,106154,31660,R2350,2021-12-15,137,Germany,Germany,0,N/A,N/A
UA PORT,C5950,23626,39390000,813357,1191961,1600,Unknown,,240,United Arab Emirates,United Arab Emirates,0,N/A,N/A
UA PORT,C5960,8937,17690000,3484395,3856190,1600,Unknown,,80,Swaziland,Swaziland,0,N/A,N/A
UA PORT,C5967,26683,36410000,326303,369164,1600,Unknown,,1,France,France,0,N/A,N/A
UA PORT,C5969,85534,40110000,1307000,1462550,260763,R2443,2021-12-29,41,United States,United States,0,N/A,N/A
UA PORT,C6001,23626,38100000,459100,780875,1600,Unknown,,120,United States,India,0,N/A,N/A
UA PORT,C6011,11296,14300000,428600,614955,41752,R2389,2021-12-20,104,United States,United Kingdom,0,N/A,N/A
UA PORT,C6027,934,39220000,89595,113299,33796,R2397,2021-12-20,92,France,France,0,N/A,N/A
UA PORT,C6075,5874,25800000,226690,375285,46203,R2431,2021-12-23,47,"Taiwan, Province of China","Taiwan, Province of China",0,N/A,N/A
UA PORT,C6080,8937,17620000,3484395,4772715,1600,Unknown,,44,Malaysia,Malaysia,0,N/A,N/A
UA PORT,C6089,77005,11500000,27207600,51505540,1600,Unknown,,9577,United Arab Emirates,United Arab Emirates,0,N/A,N/A
UA PORT,C6092,15125,27191000,94546,296032,1600,Unknown,,1270,China,China,0,N/A,N/A
UA PORT,C6107,62089,17700000,165074,224818,16295,R2432,2021-12-28,40,China,China,0,N/A,N/A
UA PORT,C6107,62089,44700000,212921,290140,35971,R2432,2021-12-28,54,China,China,0,N/A,N/A
UA PORT,C6129,26683,7900000,381356,650603,1600,Unknown,,10,France,France,0,N/A,N/A
UA PORT,C6130,46404,2400000,157150,328740,22294,R872,2022-02-06,6,United Kingdom,United Kingdom,0,N/A,N/A
UA PORT,C6160,31138,6500000,1905,2515,1600,Unknown,,667,Netherlands,Netherlands,0,N/A,N/A
UA PORT,C6172,31249,21909000,230104,279195,82314,R2457,2021-12-30,150,Saudi Arabia,Saudi Arabia,0,N/A,N/A
UA PORT,C6181,1057,40810000,45235,75954,1600,Unknown,,4,Denmark,Denmark,0,N/A,N/A
UA PORT,C6209,26327,44420000,1848835,1953714,567493,R169,2022-03-01,61,Germany,Germany,0,N/A,N/A
UA PORT,C6209,26327,36690000,4522,4522,2912,R169,2022-03-01,61,Germany,Germany,0,N/A,N/A
UA PORT,C6227,67947,28711000,31416600,33590640,4074118,R2458,2021-12-30,8430,Hong Kong,Hong Kong,0,N/A,N/A
UA PORT,C6238,95014,17180000,14397295,15994275,1600,Unknown,,970,Switzerland,Jordan,0,N/A,N/A
UA PORT,C6239,95014,17180000,14397295,15994275,1600,Unknown,,647,Switzerland,Jordan,0,N/A,N/A
UA PORT,C801,934,11300000,99822,174617,31632,R411,2021-10-02,29,France,France,0,N/A,N/A
UA PORT,C802,71148,18400000,238000,1169940,331160,R401,2021-09-02,1936,United Arab Emirates,United Arab Emirates,0,N/A,N/A
UA PORT,C813,13128,27130000,675537,874308,253593,R418,2021-10-02,303,France,France,0,N/A,N/A
UA PORT,C831,67947,28719000,50729100,51371517,14915849,R2454,2021-12-30,8218,Hong Kong,Hong Kong,0,N/A,N/A
UA PORT,C832,48131,37100000,1506949,1647512,200804,R424,2021-11-02,14,Germany,Germany,0,N/A,N/A
UA PORT,C833,56991,41100000,238000,300055,37393,R415,2021-10-02,57,Bulgaria,Bulgaria,0,N/A,N/A
UA PORT,C837,934,11100000,6973,9122,2919,R578,2021-02-03,1,Italy,Italy,0,N/A,N/A
UA PORT,C837,934,36500000,15570,21588,5098,R578,2021-02-03,1,Germany,Germany,0,N/A,N/A
UA PORT,C859,934,11300000,600816,648530,116319,R477,2021-02-17,36,France,France,0,N/A,N/A
UA PORT,C860,934,37100000,2723221,2793717,341291,R475,2021-02-17,46,Netherlands,Netherlands,0,N/A,N/A
UA PORT,C881,54962,43700000,59912,256712,30758,R459,2021-02-16,110,Hong Kong,Hong Kong,0,N/A,N/A
UA PORT,C883,54962,43700000,59912,229632,27726,R460,2021-02-16,53,"Taiwan, Province of China","Taiwan, Province of China",0,N/A,N/A
UA PORT,C917,59592,23800000,13617,21694,6123,R444,2021-02-15,1,Germany,Germany,0,N/A,N/A
UA PORT,C920,934,12200000,11057,13206,3648,R496,2021-02-22,1,Italy,Italy,0,N/A,N/A
UA PORT,C982,58403,36300000,356230,425447,124582,R505,2021-02-23,65,Swaziland,Swaziland,0,N/A,N/A
UA PORT,C1010,15904,36300000,6837697,7179689,2083487,R529,2021-02-25,291,India,India,0,N/A,N/A
UA PORT,C252,48131,1310000,40023,45819,6933,R226,2021-01-13,44,Germany,Germany,0,N/A,N/A
UA PORT,C1095,55970,28590000,159200,228544,66790,R537,2021-02-25,194,"Korea, Republic of","Korea, Republic of",0,N/A,N/A
UA PORT,C1112,39765,41500000,239773,360114,44137,R554,2021-02-26,205,Hong Kong,Hong Kong,0,N/A,N/A
UA PORT,C1113,39765,41500000,789206,953898,116136,R553,2021-02-26,509,China,China,0,N/A,N/A
UA PORT,S213,66429,36200000,18462214,19082427,1600,Unknown,,83,Swaziland,Swaziland,0,N/A,N/A
UA PORT,S253,34481,26910000,1757614,4283528,1600,Unknown,,716,China,China,0,N/A,N/A
AA PORT,C161,44631,16100000,18374608,19905889,5766726,R730,2021-06-01,32763,China,China,4,MRKU5701774,45G0
AA PORT,C161,44631,16100000,18374608,19905889,5766726,R730,2021-06-01,32763,China,China,4,MIEU0012643,45G0
AA PORT,C161,44631,16100000,18374608,19905889,5766726,R730,2021-06-01,32763,China,China,4,MRKU3645060,45G0
AA PORT,C161,44631,16100000,18374608,19905889,5766726,R730,2021-06-01,32763,China,China,4,MIEU2004360,45G0
AA PORT,C1160,80435,2209099,12346014,13367262,1662503,R3241,2021-01-18,23443,China,China,1,CMAU4347348,45G1
AA PORT,C10167,75838,19890000,1088761,1256432,364308,R10893,2021-02-25,3000,Japan,Japan,1,PCIU8366830,40DV
AA PORT,C10178,98938,4409000,5143300,6007145,404343,R10913,2021-02-25,18000,China,China,1,ZCSU8859585,45G0
AA PORT,C10183,89466,36200000,2365797,2615972,464595,R11243,2021-02-28,325,Italy,Italy,0,N/A,N/A
AA PORT,C10186,97740,37100000,2503500,2818306,341724,R10957,2021-02-26,10000,China,China,1,MSKU1286492,45G1
AA PORT,C10186,97740,4409000,2834460,3190833,216501,R10957,2021-02-26,6500,China,China,1,MSKU1286492,45G1
AA PORT,C10189,97740,37100000,2483800,2826777,342460,R10956,2021-02-26,10000,China,China,1,MRKU5107757,45G1
AA PORT,C10189,97740,4409000,2799000,3185514,215834,R10956,2021-02-26,6000,China,China,1,MRKU5107757,45G1
AA PORT,C10201,45335,15110000,3547600,4191199,282152,R10988,2021-02-26,10000,China,China,1,PONU7109072,45G1
AA PORT,C10202,80481,13100000,941881,1099087,318717,R10952,2021-02-26,10000,China,China,1,PONU1922470,42G1
AA PORT,C10202,80481,15110000,4237100,4945709,333187,R10952,2021-02-26,7150,China,China,1,PONU1922470,42G1
AA PORT,C10203,92111,13100000,884160,1105588,319930,R10953,2021-02-26,2239,China,China,1,TCLU3442154,20GP
AA PORT,C10203,92111,15110000,789600,987388,67150,R10953,2021-02-26,2000,China,China,1,TCLU3442154,20GP
AA PORT,C10219,5824,21909000,291387,291387,85771,R10969,2021-02-26,800,Hong Kong,Hong Kong,1,HMCU9124553,40DV
AA PORT,C10238,67557,4409000,2602394,2602394,179755,R12298,2021-04-03,5000,Hong Kong,Hong Kong,1,TCNU5794640,40GP
AA PORT,C10238,67557,6800000,552018,552018,161472,R12298,2021-04-03,5000,Hong Kong,Hong Kong,1,TCNU5794640,40GP
AA PORT,C10241,96115,36900000,8074043,8690024,1542544,R11069,2021-02-26,60066,Turkey,Turkey,8,MSCU7580680,40HC
AA PORT,C10241,96115,36900000,8074043,8690024,1542544,R11069,2021-02-26,60066,Turkey,Turkey,8,MSCU9353237,40HC
AA PORT,C10241,96115,36900000,8074043,8690024,1542544,R11069,2021-02-26,60066,Turkey,Turkey,8,INKU6621183,40HC
AA PORT,C10241,96115,36900000,8074043,8690024,1542544,R11069,2021-02-26,60066,Turkey,Turkey,8,INKU6657890,40HC
AA PORT,C10241,96115,36900000,8074043,8690024,1542544,R11069,2021-02-26,60066,Turkey,Turkey,8,FCIU9021771,40HC
AA PORT,C10241,96115,36900000,8074043,8690024,1542544,R11069,2021-02-26,60066,Turkey,Turkey,8,MSCU7033770,40HC
AA PORT,C10241,96115,36900000,8074043,8690024,1542544,R11069,2021-02-26,60066,Turkey,Turkey,8,INKU6504762,40HC
AA PORT,C10241,96115,36900000,8074043,8690024,1542544,R11069,2021-02-26,60066,Turkey,Turkey,8,GLDU7515945,40HC
AA PORT,C10318,7013,37100000,51368562,51368562,515269,R11343,2021-02-28,7250,India,India,1,ZCSU8712573,45G0
AA PORT,C10319,63295,3000000,1162206,1412811,171034,R11206,2021-02-28,4232,Turkey,Turkey,2,PONU7536011,45G0
AA PORT,C10319,63295,3000000,1162206,1412811,171034,R11206,2021-02-28,4232,Turkey,Turkey,2,MIEU2021120,45G0
AA PORT,C10324,12163,9400000,1163900,1251645,363756,R12141,2021-03-03,10000,China,China,5,BSIU9117145,45G0
AA PORT,C10324,12163,9400000,1163900,1251645,363756,R12141,2021-03-03,10000,China,China,5,ZCSU8536047,45G0
AA PORT,C10324,12163,9400000,1163900,1251645,363756,R12141,2021-03-03,10000,China,China,5,BSIU9583713,45G0
AA PORT,C10324,12163,9400000,1163900,1251645,363756,R12141,2021-03-03,10000,China,China,5,ZCSU8742557,45G0
AA PORT,C10324,12163,9400000,1163900,1251645,363756,R12141,2021-03-03,10000,China,China,5,ZCSU7085083,45G0
AA PORT,C10327,52586,4409000,5044800,5878110,395809,R11056,2021-02-26,23000,China,China,1,MRKU3080370,45G0
AA PORT,C10333,15552,41500000,28215940,29230155,3557343,R11128,2021-02-28,9460,China,China,1,PONU7850357,45G1
AA PORT,C10342,58403,4340000,11280638,11874199,114390,R11093,2021-02-26,16920,India,India,1,UACU5887981,40DV
AA PORT,C10351,59130,9400000,9441052,10370695,3003545,R11537,2021-01-03,9400,China,China,1,MOTU0650227,40GP
AA PORT,C10371,80690,15110000,2573829,3332476,222181,R11076,2021-02-26,24000,China,China,1,PCIU1774526,20DV
AA PORT,C10385,41752,36500000,494100,551033,98859,R11494,2021-01-03,225,"Korea, Republic of","Korea, Republic of",1,MSKU7996193,22G1
AA PORT,C10397,11454,7100000,19427573,21001997,6148860,R12856,2021-08-03,46002,Thailand,Thailand,2,CAXU3232615,20DV
AA PORT,C10397,11454,7100000,19427573,21001997,6148860,R12856,2021-08-03,46002,Thailand,Thailand,2,PCIU1204694,20DV
AA PORT,C1184,50068,2209099,10196350,11137419,1349456,R1279,2021-07-01,24725,China,China,1,CAIU9202555,40GP
AA PORT,C10419,97740,37100000,2326200,2745613,331763,R11133,2021-02-28,10000,China,China,1,MRKU2681186,45G1
AA PORT,C10419,97740,4409000,2799000,3303714,222749,R11133,2021-02-28,6500,China,China,1,MRKU2681186,45G1
AA PORT,C10452,53552,4402000,5408856,6081611,411956,R13447,2021-11-03,10072,China,China,1,MSKU0941481,45G1
AA PORT,C10452,53552,6109000,1796270,2019668,585404,R13447,2021-11-03,10000,China,China,1,MSKU0941481,45G1
AA PORT,C10455,54291,28729000,3258207,3787546,1691960,R11204,2021-02-28,4258,China,China,1,ZCSU8607942,45G0
AA PORT,C10473,26404,4409000,5200430,6066442,408385,R11219,2021-02-28,20000,China,China,1,PCIU8212198,40DV
AA PORT,C10476,29869,39220000,16690652,20093236,5801491,R11597,2021-01-03,35582,China,China,4,GESU4233319,45G1
AA PORT,C10476,29869,39220000,16690652,20093236,5801491,R11597,2021-01-03,35582,China,China,4,ECMU9845557,45G1
AA PORT,C10476,29869,39220000,16690652,20093236,5801491,R11597,2021-01-03,35582,China,China,4,ECMU9422447,45G1
AA PORT,C10476,29869,39220000,16690652,20093236,5801491,R11597,2021-01-03,35582,China,China,4,ECMU9141218,45G1
AA PORT,C10491,67866,6800000,81412835,87601590,25380637,R12317,2021-04-03,328552,China,China,12,MSKU3443667,22G1
AA PORT,C10491,67866,6800000,81412835,87601590,25380637,R12317,2021-04-03,328552,China,China,12,MSKU5989750,22G1
AA PORT,C10491,67866,6800000,81412835,87601590,25380637,R12317,2021-04-03,328552,China,China,12,MSKU3910165,22G1
AA PORT,C10491,67866,6800000,81412835,87601590,25380637,R12317,2021-04-03,328552,China,China,12,MSKU5911509,22G1
AA PORT,C10491,67866,6800000,81412835,87601590,25380637,R12317,2021-04-03,328552,China,China,12,MRKU8678472,22G1
AA PORT,C10491,67866,6800000,81412835,87601590,25380637,R12317,2021-04-03,328552,China,China,12,MSKU2744286,22G1
AA PORT,C10491,67866,6800000,81412835,87601590,25380637,R12317,2021-04-03,328552,China,China,12,MSKU2503571,22G1
AA PORT,C10491,67866,6800000,81412835,87601590,25380637,R12317,2021-04-03,328552,China,China,12,MSKU2228551,22G1
AA PORT,C10491,67866,6800000,81412835,87601590,25380637,R12317,2021-04-03,328552,China,China,12,MRKU8950364,22G1
AA PORT,C10491,67866,6800000,81412835,87601590,25380637,R12317,2021-04-03,328552,China,China,12,MSKU2108577,22G1
AA PORT,C10491,67866,6800000,81412835,87601590,25380637,R12317,2021-04-03,328552,China,China,12,MSKU4401500,22G1
AA PORT,C10491,67866,6800000,81412835,87601590,25380637,R12317,2021-04-03,328552,China,China,12,MSKU3087442,22G1
AA PORT,C10492,10088,25800000,7696420,8607348,1041294,R11177,2021-02-28,13691,China,China,3,SEGU4615851,45G1
AA PORT,C10492,10088,25800000,7696420,8607348,1041294,R11177,2021-02-28,13691,China,China,3,ECMU4580408,42G1
AA PORT,C10492,10088,25800000,7696420,8607348,1041294,R11177,2021-02-28,13691,China,China,3,ECMU4691000,42G1
AA PORT,C10503,94895,1520000,4962454,5381670,653166,R12421,2021-07-03,6600,China,China,1,PCIU1477723,20DV
AA PORT,C10528,37902,11400000,297100,393039,70310,R11386,2021-01-03,3000,United Arab Emirates,United Arab Emirates,1,PCIU7961801,20DV
AA PORT,C10532,28816,2111000,53344472,55484877,6743926,R11589,2021-01-03,23628,United Kingdom,United Kingdom,1,PONU1711272,42G1
AA PORT,C10548,12268,2209099,93143200,97692324,11864778,R11242,2021-02-28,103477,China,China,4,ZCSU7110946,45G0
AA PORT,C10548,12268,2209099,93143200,97692324,11864778,R11242,2021-02-28,103477,China,China,4,ZCSU8959310,45G0
AA PORT,C10548,12268,2209099,93143200,97692324,11864778,R11242,2021-02-28,103477,China,China,4,TCNU6909297,45G0
AA PORT,C10548,12268,2209099,93143200,97692324,11864778,R11242,2021-02-28,103477,China,China,4,ZCSU8770137,45G0
AA PORT,C10551,59130,16310000,10089379,10744032,3114869,R11660,2021-02-03,4564,China,China,1,FCIU5688370,20GP
AA PORT,C10578,59130,16799000,3386848,3831674,1109377,R11955,2021-03-03,3965,China,China,1,TCLU3148221,20GP
AA PORT,C10587,70905,32100000,46099600,47185070,5743050,R11962,2021-03-03,9400,India,India,1,IPXU3570943,20DV
AA PORT,C10602,7804,41401000,47025500,48518957,714426,R11721,2021-02-03,27211,China,China,2,PCIU1792047,20DV
AA PORT,C10602,7804,41401000,47025500,48518957,714426,R11721,2021-02-03,27211,China,China,2,PCIU2525322,20DV
AA PORT,C10608,28816,1610000,46825348,48709850,5920569,R12983,2021-09-03,38710,France,France,2,MSKU6121915,42G1
AA PORT,C10608,28816,1610000,46825348,48709850,5920569,R12983,2021-09-03,38710,France,France,2,MSKU6627776,42G1
AA PORT,C10609,7804,41401000,44945180,46407511,683066,R11720,2021-02-03,27840,China,China,2,PCIU1108561,20DV
AA PORT,C10609,7804,41401000,44945180,46407511,683066,R11720,2021-02-03,27840,China,China,2,PCIU1400038,20DV
AA PORT,C10611,44633,36500000,2278107,2482932,441378,R11515,2021-01-03,990,Germany,Germany,0,N/A,N/A
AA PORT,C10630,96203,1100000,173975,188159,24198,R12742,2021-08-03,2000,China,China,1,ZIMU1365928,22G0
AA PORT,C10635,10208,36500000,7001601,7419839,1318400,R11591,2021-01-03,12927,India,India,1,MSKU7814241,22G1
AA PORT,C1208,39765,13100000,1209801,1443837,418044,R1361,2021-08-01,277,China,China,0,N/A,N/A
AA PORT,C10650,25358,2209099,61120456,65189238,7906883,R11585,2021-01-03,91718,China,China,4,MSKU0302691,45G1
AA PORT,C10650,25358,2209099,61120456,65189238,7906883,R11585,2021-01-03,91718,China,China,4,PONU7812906,45G1
AA PORT,C10650,25358,2209099,61120456,65189238,7906883,R11585,2021-01-03,91718,China,China,4,MSKU8493022,45G1
AA PORT,C10650,25358,2209099,61120456,65189238,7906883,R11585,2021-01-03,91718,China,China,4,MRKU3898767,45G1
AA PORT,C1212,53158,12900000,8462750,9267101,1132561,R3705,2021-01-19,16000,China,China,1,PCIU8586114,40DV
AA PORT,C1212,53158,12900000,710800,778174,95578,R3705,2021-01-19,10000,China,China,1,PCIU8586114,40DV
AA PORT,C10693,60779,38100000,13090654,14383225,1741511,R11582,2021-01-03,7540,France,France,2,MRKU9810264,22G0
AA PORT,C10693,60779,38100000,13090654,14383225,1741511,R11582,2021-01-03,7540,France,France,2,MRKU2829123,45G1
AA PORT,C10715,97740,37100000,2188300,2554326,309000,R11390,2021-01-03,5949,China,China,1,TCNU7460657,40GP
AA PORT,C10715,97740,4409000,2986150,3485742,235270,R11390,2021-01-03,3000,China,China,1,TCNU7460657,40GP
AA PORT,C10746,50056,5190000,5211856,6078065,409178,R11825,2021-02-03,54000,China,China,2,FCIU5660901,20GP
AA PORT,C10746,50056,5190000,5211856,6078065,409178,R11825,2021-02-03,54000,China,China,2,SEGU1156194,20GP
AA PORT,C10759,8477,15310000,12838317,13621983,926762,R11822,2021-02-03,34893,China,China,2,PCIU2129194,20DV
AA PORT,C10759,8477,15310000,12838317,13621983,926762,R11822,2021-02-03,34893,China,China,2,PCIU2805977,20DV
AA PORT,C10779,58403,4340000,38534012,38534012,386924,R11786,2021-02-03,19350,Turkey,Turkey,1,INKU2339021,45G1
